customer_id,customer_name,email,city,signup_date
173,Customer_173,customer173@outlook.com,Chennai,2024-09-20
174,Customer_174,customer174@outlook.com,Mumbai,2024-10-16
175,Customer_175,customer175@yahoo.com,Hyderabad,2024-05-07
176,Customer_176,customer176@outlook.com,Chennai,2024-12-27
177,Customer_177,customer177@outlook.com,Kolkata,2024-02-26
178,Customer_178,customer178@yahoo.com,Delhi,2024-01-01
179,Customer_179,customer179@outlook.com,Chennai,2024-11-09
180,Customer_180,customer180@gmail.com,Mumbai,2024-04-13
181,Customer_181,customer181@gmail.com,Mumbai,2024-03-11
182,Customer_182,customer182@outlook.com,Pune,2024-12-14
183,Customer_183,customer183@gmail.com,Mumbai,2024-01-04
184,Customer_184,customer184@yahoo.com,Mumbai,2024-09-18
185,Customer_185,customer185@gmail.com,Delhi,2024-01-19
186,Customer_186,customer186@yahoo.com,Pune,2024-02-12
187,Customer_187,customer187@gmail.com,Bengaluru,2024-02-17
188,Customer_188,customer188@yahoo.com,Delhi,2024-01-18
189,Customer_189,customer189@gmail.com,Delhi,2024-06-20
190,Customer_190,customer190@outlook.com,Hyderabad,2024-06-18
191,Customer_191,customer191@yahoo.com,Kolkata,2024-09-21
192,Customer_192,customer192@gmail.com,Mumbai,2024-12-28
193,Customer_193,customer193@yahoo.com,Mumbai,2024-11-19
194,Customer_194,customer194@outlook.com,Mumbai,2024-06-30
195,Customer_195,customer195@gmail.com,Pune,2024-03-23
196,Customer_196,customer196@yahoo.com,Mumbai,2024-02-06
197,Customer_197,customer197@gmail.com,Mumbai,2024-10-04
198,Customer_198,customer198@gmail.com,Ahmedabad,2024-08-31
199,Customer_199,customer199@outlook.com,Delhi,2024-07-28
200,Customer_200,customer200@yahoo.com,Bengaluru,2024-02-02
201,Customer_201,customer201@yahoo.com,Bengaluru,2024-09-26
202,Customer_202,customer202@outlook.com,Delhi,2024-05-01
203,Customer_203,customer203@gmail.com,Bengaluru,2024-01-20
204,Customer_204,customer204@gmail.com,Mumbai,2024-03-12
205,Customer_205,customer205@yahoo.com,Mumbai,2024-02-27
206,Customer_206,customer206@yahoo.com,Chennai,2024-03-20
207,Customer_207,customer207@gmail.com,Bengaluru,2024-08-06
208,Customer_208,customer208@gmail.com,Kolkata,2024-07-23
209,Customer_209,customer209@yahoo.com,Delhi,2024-09-29
210,Customer_210,customer210@outlook.com,Mumbai,2024-01-20
211,Customer_211,customer211@outlook.com,Pune,2024-11-09
212,Customer_212,customer212@outlook.com,Bengaluru,2024-02-11
213,Customer_213,customer213@yahoo.com,Hyderabad,2024-02-26
214,Customer_214,customer214@outlook.com,Kolkata,2024-07-08
215,Customer_215,customer215@yahoo.com,Ahmedabad,2024-08-07
216,Customer_216,customer216@yahoo.com,Hyderabad,2024-09-23
217,Customer_217,customer217@yahoo.com,Delhi,2024-11-18
218,Customer_218,customer218@yahoo.com,Hyderabad,2024-05-17
219,Customer_219,customer219@outlook.com,Chennai,2024-02-07
220,Customer_220,customer220@yahoo.com,Pune,2024-01-21
221,Customer_221,customer221@outlook.com,Delhi,2024-02-18
222,Customer_222,customer222@gmail.com,Mumbai,2024-04-21
223,Customer_223,customer223@yahoo.com,Kolkata,2024-11-09
224,Customer_224,customer224@outlook.com,Delhi,2024-04-26
225,Customer_225,customer225@gmail.com,Pune,2024-01-28
226,Customer_226,customer226@gmail.com,Ahmedabad,2024-09-12
227,Customer_227,customer227@outlook.com,Pune,2024-05-02
228,Customer_228,customer228@yahoo.com,Ahmedabad,2024-03-02
229,Customer_229,customer229@yahoo.com,Pune,2024-04-04
230,Customer_230,customer230@gmail.com,Mumbai,2024-09-13
231,Customer_231,customer231@gmail.com,Ahmedabad,2024-11-22
232,Customer_232,customer232@outlook.com,Mumbai,2024-09-21
233,Customer_233,customer233@gmail.com,Hyderabad,2024-06-30
234,Customer_234,customer234@yahoo.com,Delhi,2024-01-08
235,Customer_235,customer235@gmail.com,Mumbai,2024-12-09
236,Customer_236,customer236@gmail.com,Hyderabad,2024-01-08
237,Customer_237,customer237@outlook.com,Mumbai,2024-07-04
238,Customer_238,customer238@gmail.com,Ahmedabad,2024-04-03
239,Customer_239,customer239@outlook.com,Ahmedabad,2024-04-11
240,Customer_240,customer240@outlook.com,Pune,2024-10-02
241,Customer_241,customer241@yahoo.com,Kolkata,2024-01-04
242,Customer_242,customer242@yahoo.com,Delhi,2024-02-01
243,Customer_243,customer243@outlook.com,Mumbai,2024-10-01
244,Customer_244,customer244@yahoo.com,Pune,2024-08-11
245,Customer_245,customer245@yahoo.com,Mumbai,2024-09-24
246,Customer_246,customer246@yahoo.com,Bengaluru,2024-09-26
247,Customer_247,customer247@outlook.com,Pune,2024-04-29
248,Customer_248,customer248@yahoo.com,Pune,2024-07-18
249,Customer_249,customer249@yahoo.com,Hyderabad,2024-08-02
250,Customer_250,customer250@gmail.com,Mumbai,2024-12-28
251,Customer_251,customer251@gmail.com,Chennai,2024-02-21
252,Customer_252,customer252@gmail.com,Kolkata,2024-09-18
253,Customer_253,customer253@yahoo.com,Chennai,2024-03-18
254,Customer_254,customer254@gmail.com,Chennai,2024-06-14
255,Customer_255,customer255@yahoo.com,Bengaluru,2024-01-02
256,Customer_256,customer256@outlook.com,Delhi,2024-10-16
257,Customer_257,customer257@outlook.com,Pune,2024-07-13
258,Customer_258,customer258@yahoo.com,Delhi,2024-01-14
259,Customer_259,customer259@yahoo.com,Pune,2024-03-25
260,Customer_260,customer260@outlook.com,Pune,2024-12-01
261,Customer_261,customer261@outlook.com,Hyderabad,2024-07-01
262,Customer_262,customer262@yahoo.com,Bengaluru,2024-08-17
263,Customer_263,customer263@gmail.com,Ahmedabad,2024-02-16
264,Customer_264,customer264@gmail.com,Pune,2024-11-25
265,Customer_265,customer265@outlook.com,Mumbai,2024-08-28
266,Customer_266,customer266@outlook.com,Delhi,2024-07-31
267,Customer_267,customer267@yahoo.com,Delhi,2024-01-01
268,Customer_268,customer268@gmail.com,Mumbai,2024-04-08
269,Customer_269,customer269@gmail.com,Mumbai,2024-07-03
270,Customer_270,customer270@yahoo.com,Pune,2024-02-25
271,Customer_271,customer271@yahoo.com,Ahmedabad,2024-03-31
272,Customer_272,customer272@yahoo.com,Delhi,2024-04-23
273,Customer_273,customer273@gmail.com,Hyderabad,2024-10-23
274,Customer_274,customer274@outlook.com,Ahmedabad,2024-02-02
275,Customer_275,customer275@outlook.com,Hyderabad,2024-12-26
276,Customer_276,customer276@yahoo.com,Kolkata,2024-05-27
277,Customer_277,customer277@outlook.com,Ahmedabad,2024-11-20
278,Customer_278,customer278@outlook.com,Hyderabad,2024-10-25
279,Customer_279,customer279@outlook.com,Pune,2024-03-11
280,Customer_280,customer280@yahoo.com,Hyderabad,2024-04-20
281,Customer_281,customer281@yahoo.com,Mumbai,2024-08-18
282,Customer_282,customer282@outlook.com,Kolkata,2024-06-18
283,Customer_283,customer283@yahoo.com,Mumbai,2024-10-14
284,Customer_284,customer284@yahoo.com,Hyderabad,2024-04-08
285,Customer_285,customer285@yahoo.com,Mumbai,2024-08-23
286,Customer_286,customer286@outlook.com,Mumbai,2024-06-03
287,Customer_287,customer287@outlook.com,Pune,2024-04-14
288,Customer_288,customer288@gmail.com,Hyderabad,2024-01-20
289,Customer_289,customer289@outlook.com,Chennai,2024-05-02
290,Customer_290,customer290@outlook.com,Chennai,2024-09-25
291,Customer_291,customer291@yahoo.com,Kolkata,2024-02-19
292,Customer_292,customer292@yahoo.com,Ahmedabad,2024-03-23
293,Customer_293,customer293@yahoo.com,Ahmedabad,2024-01-18
294,Customer_294,customer294@yahoo.com,Hyderabad,2024-06-06
295,Customer_295,customer295@gmail.com,Chennai,2024-08-13
296,Customer_296,customer296@gmail.com,Pune,2024-01-09
297,Customer_297,customer297@yahoo.com,Ahmedabad,2024-05-05
298,Customer_298,customer298@gmail.com,Bengaluru,2024-08-14
299,Customer_299,customer299@gmail.com,Hyderabad,2024-08-08
300,Customer_300,customer300@gmail.com,Kolkata,2024-05-02
301,Customer_301,customer301@outlook.com,Delhi,2024-05-19
302,Customer_302,customer302@gmail.com,Mumbai,2024-02-01
303,Customer_303,customer303@gmail.com,Chennai,2024-03-24
304,Customer_304,customer304@yahoo.com,Hyderabad,2024-12-07
305,Customer_305,customer305@gmail.com,Kolkata,2024-10-12
306,Customer_306,customer306@outlook.com,Pune,2024-07-29
307,Customer_307,customer307@gmail.com,Chennai,2024-06-30
308,Customer_308,customer308@outlook.com,Chennai,2024-08-14
309,Customer_309,customer309@gmail.com,Pune,2024-07-01
310,Customer_310,customer310@gmail.com,Pune,2024-11-02
311,Customer_311,customer311@yahoo.com,Ahmedabad,2024-01-14
312,Customer_312,customer312@yahoo.com,Chennai,2024-08-12
313,Customer_313,customer313@gmail.com,Pune,2024-09-16
314,Customer_314,customer314@gmail.com,Pune,2024-02-29
315,Customer_315,customer315@yahoo.com,Kolkata,2024-04-09
316,Customer_316,customer316@yahoo.com,Bengaluru,2024-03-02
317,Customer_317,customer317@outlook.com,Hyderabad,2024-11-10
318,Customer_318,customer318@outlook.com,Delhi,2024-06-05
319,Customer_319,customer319@yahoo.com,Hyderabad,2024-08-17
320,Customer_320,customer320@outlook.com,Pune,2024-12-01
321,Customer_321,customer321@gmail.com,Hyderabad,2024-02-24
322,Customer_322,customer322@yahoo.com,Hyderabad,2024-02-05
323,Customer_323,customer323@yahoo.com,Delhi,2024-12-01
324,Customer_324,customer324@outlook.com,Kolkata,2024-08-19
325,Customer_325,customer325@gmail.com,Pune,2024-07-02
326,Customer_326,customer326@gmail.com,Pune,2024-07-16
327,Customer_327,customer327@yahoo.com,Ahmedabad,2024-08-31
328,Customer_328,customer328@outlook.com,Hyderabad,2024-10-26
329,Customer_329,customer329@gmail.com,Kolkata,2024-08-09
330,Customer_330,customer330@outlook.com,Ahmedabad,2024-11-03
331,Customer_331,customer331@yahoo.com,Pune,2024-07-05
332,Customer_332,customer332@gmail.com,Ahmedabad,2024-04-28
333,Customer_333,customer333@gmail.com,Mumbai,2024-12-16
334,Customer_334,customer334@gmail.com,Pune,2024-09-01
335,Customer_335,customer335@outlook.com,Chennai,2024-03-13
336,Customer_336,customer336@gmail.com,Ahmedabad,2024-04-20
337,Customer_337,customer337@outlook.com,Chennai,2024-07-08
338,Customer_338,customer338@outlook.com,Hyderabad,2024-05-08
339,Customer_339,customer339@outlook.com,Pune,2024-09-23
340,Customer_340,customer340@gmail.com,Bengaluru,2024-03-30
341,Customer_341,customer341@yahoo.com,Hyderabad,2024-01-02
342,Customer_342,customer342@yahoo.com,Kolkata,2024-04-13
343,Customer_343,customer343@gmail.com,Pune,2024-09-04
344,Customer_344,customer344@gmail.com,Ahmedabad,2024-05-11
345,Customer_345,customer345@yahoo.com,Bengaluru,2024-08-31
346,Customer_346,customer346@yahoo.com,Hyderabad,2024-05-22
347,Customer_347,customer347@gmail.com,Bengaluru,2024-03-29
348,Customer_348,customer348@gmail.com,Ahmedabad,2024-01-28
349,Customer_349,customer349@outlook.com,Chennai,2024-01-16
350,Customer_350,customer350@gmail.com,Bengaluru,2024-08-13
351,Customer_351,customer351@gmail.com,Delhi,2024-06-17
352,Customer_352,customer352@yahoo.com,Delhi,2024-12-28
353,Customer_353,customer353@outlook.com,Pune,2024-04-01
354,Customer_354,customer354@outlook.com,Chennai,2024-06-10
355,Customer_355,customer355@gmail.com,Bengaluru,2024-01-21
356,Customer_356,customer356@yahoo.com,Bengaluru,2024-08-18
357,Customer_357,customer357@yahoo.com,Kolkata,2024-12-10
358,Customer_358,customer358@gmail.com,Kolkata,2024-11-07
359,Customer_359,customer359@gmail.com,Chennai,2024-04-07
360,Customer_360,customer360@yahoo.com,Chennai,2024-01-16
361,Customer_361,customer361@gmail.com,Hyderabad,2024-07-18
362,Customer_362,customer362@outlook.com,Hyderabad,2024-06-12
363,Customer_363,customer363@gmail.com,Bengaluru,2024-06-24
364,Customer_364,customer364@yahoo.com,Hyderabad,2024-08-19
365,Customer_365,customer365@gmail.com,Hyderabad,2024-01-11
366,Customer_366,customer366@gmail.com,Delhi,2024-06-25
367,Customer_367,customer367@yahoo.com,Hyderabad,2024-02-25
368,Customer_368,customer368@outlook.com,Hyderabad,2024-12-07
369,Customer_369,customer369@gmail.com,Pune,2024-01-06
370,Customer_370,customer370@yahoo.com,Bengaluru,2024-11-04
371,Customer_371,customer371@gmail.com,Chennai,2024-08-30
372,Customer_372,customer372@yahoo.com,Mumbai,2024-05-01
373,Customer_373,customer373@yahoo.com,Hyderabad,2024-09-19
374,Customer_374,customer374@yahoo.com,Chennai,2024-01-07
375,Customer_375,customer375@gmail.com,Mumbai,2024-04-09
376,Customer_376,customer376@gmail.com,Bengaluru,2024-02-27
377,Customer_377,customer377@outlook.com,Ahmedabad,2024-01-15
378,Customer_378,customer378@yahoo.com,Bengaluru,2024-09-21
379,Customer_379,customer379@outlook.com,Pune,2024-03-08
380,Customer_380,customer380@outlook.com,Kolkata,2024-12-16
381,Customer_381,customer381@yahoo.com,Ahmedabad,2024-10-14
382,Customer_382,customer382@gmail.com,Mumbai,2024-05-02
383,Customer_383,customer383@yahoo.com,Pune,2024-01-14
384,Customer_384,customer384@outlook.com,Mumbai,2024-02-12
385,Customer_385,customer385@gmail.com,Ahmedabad,2024-06-22
386,Customer_386,customer386@outlook.com,Hyderabad,2024-06-20
387,Customer_387,customer387@yahoo.com,Ahmedabad,2024-02-04
388,Customer_388,customer388@outlook.com,Bengaluru,2024-10-05
389,Customer_389,customer389@outlook.com,Bengaluru,2024-01-18
390,Customer_390,customer390@gmail.com,Hyderabad,2024-12-09
391,Customer_391,customer391@yahoo.com,Bengaluru,2024-10-10
392,Customer_392,customer392@outlook.com,Bengaluru,2024-03-10
393,Customer_393,customer393@gmail.com,Hyderabad,2024-02-28
394,Customer_394,customer394@outlook.com,Chennai,2024-06-27
395,Customer_395,customer395@yahoo.com,Hyderabad,2024-04-03
396,Customer_396,customer396@gmail.com,Pune,2024-09-16
397,Customer_397,customer397@gmail.com,Pune,2024-06-12
398,Customer_398,customer398@outlook.com,Mumbai,2024-07-15
399,Customer_399,customer399@yahoo.com,Chennai,2024-11-17
400,Customer_400,customer400@yahoo.com,Chennai,2024-10-09
401,Customer_401,customer401@gmail.com,Bengaluru,2024-03-13
402,Customer_402,customer402@outlook.com,Ahmedabad,2024-12-19
403,Customer_403,customer403@outlook.com,Ahmedabad,2024-10-22
404,Customer_404,customer404@gmail.com,Mumbai,2024-09-07
405,Customer_405,customer405@gmail.com,Ahmedabad,2024-09-22
406,Customer_406,customer406@gmail.com,Chennai,2024-07-15
407,Customer_407,customer407@gmail.com,Chennai,2024-01-07
408,Customer_408,customer408@gmail.com,Kolkata,2024-06-24
409,Customer_409,customer409@gmail.com,Chennai,2024-06-16
410,Customer_410,customer410@yahoo.com,Chennai,2024-03-02
411,Customer_411,customer411@gmail.com,Pune,2024-01-12
412,Customer_412,customer412@yahoo.com,Kolkata,2024-02-24
413,Customer_413,customer413@yahoo.com,Pune,2024-01-09
414,Customer_414,customer414@yahoo.com,Bengaluru,2024-01-15
415,Customer_415,customer415@gmail.com,Delhi,2024-02-16
416,Customer_416,customer416@gmail.com,Pune,2024-06-23
417,Customer_417,customer417@gmail.com,Mumbai,2024-04-03
418,Customer_418,customer418@gmail.com,Chennai,2024-02-07
419,Customer_419,customer419@yahoo.com,Pune,2024-03-04
420,Customer_420,customer420@gmail.com,Ahmedabad,2024-06-12
421,Customer_421,customer421@outlook.com,Ahmedabad,2024-09-26
422,Customer_422,customer422@gmail.com,Kolkata,2024-03-18
423,Customer_423,customer423@gmail.com,Mumbai,2024-01-26
424,Customer_424,customer424@outlook.com,Ahmedabad,2024-02-18
425,Customer_425,customer425@gmail.com,Kolkata,2024-12-12
426,Customer_426,customer426@gmail.com,Hyderabad,2024-07-31
427,Customer_427,customer427@outlook.com,Chennai,2024-02-15
428,Customer_428,customer428@outlook.com,Ahmedabad,2024-12-27
429,Customer_429,customer429@gmail.com,Kolkata,2024-06-30
430,Customer_430,customer430@yahoo.com,Mumbai,2024-12-16
431,Customer_431,customer431@gmail.com,Ahmedabad,2024-02-13
432,Customer_432,customer432@gmail.com,Chennai,2024-05-05
433,Customer_433,customer433@outlook.com,Hyderabad,2024-03-03
434,Customer_434,customer434@outlook.com,Bengaluru,2024-05-04
435,Customer_435,customer435@outlook.com,Mumbai,2024-05-23
436,Customer_436,customer436@yahoo.com,Chennai,2024-08-03
437,Customer_437,customer437@gmail.com,Chennai,2024-03-12
438,Customer_438,customer438@gmail.com,Chennai,2024-01-22
439,Customer_439,customer439@yahoo.com,Ahmedabad,2024-06-16
440,Customer_440,customer440@outlook.com,Kolkata,2024-03-06
441,Customer_441,customer441@yahoo.com,Delhi,2024-01-03
442,Customer_442,customer442@outlook.com,Chennai,2024-10-10
443,Customer_443,customer443@outlook.com,Kolkata,2024-05-16
444,Customer_444,customer444@outlook.com,Kolkata,2024-05-04
445,Customer_445,customer445@outlook.com,Hyderabad,2024-10-19
446,Customer_446,customer446@outlook.com,Delhi,2024-06-07
